,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1100,30,RL,8400,Inside,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,290,0,0,290,GasA,TA,438,0,0,438,1,3,Typ,1,246,0,0,0,0,0,0,0,1,2009,WD,Normal,60000
1101,20,RL,9758,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,TA,CBlock,412,287,251,950,GasA,TA,950,0,0,950,3,5,Typ,1,280,0,0,0,0,0,0,0,7,2007,WD,Normal,119500
1102,20,RL,7000,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,588,0,422,1010,GasA,Ex,1134,0,0,1134,2,6,Typ,1,254,0,16,0,0,0,0,0,4,2007,WD,Family,135000
1103,20,RL,8910,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,TA,CBlock,655,0,0,655,GasA,Ex,1194,0,0,1194,3,6,Typ,2,539,0,0,192,0,0,0,0,7,2006,WD,Normal,159500
1104,160,RM,2016,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,630,630,GasA,TA,630,672,0,1302,3,6,Typ,2,440,0,0,0,0,0,0,0,4,2007,WD,Normal,106000
1105,60,RL,12256,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,TA,PConc,1032,0,431,1463,GasA,Ex,1500,1122,0,2622,3,9,Typ,2,712,186,32,0,0,0,0,0,4,2010,WD,Normal,325000
1106,20,RL,10357,Corner,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,TA,PConc,738,0,172,910,GasA,Gd,1442,0,0,1442,3,6,Typ,2,719,0,244,0,0,0,0,0,5,2007,WD,Normal,179900
1107,60,RL,23257,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,868,868,GasA,Ex,887,1134,0,2021,3,9,Typ,2,422,0,100,0,0,0,0,0,9,2006,New,Partial,274725
1108,60,RL,8063,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,924,924,GasA,Ex,948,742,0,1690,3,7,Typ,2,463,100,48,0,0,0,0,0,11,2007,WD,Abnorml,181000
1109,20,RL,11362,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,TA,PConc,1039,0,797,1836,GasA,Ex,1836,0,0,1836,3,7,Typ,3,862,125,185,0,0,0,0,0,3,2009,WD,Normal,280000
1110,60,RL,8000,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,PConc,219,0,554,773,GasA,Gd,773,885,0,1658,3,8,Typ,2,431,224,84,0,0,0,0,0,6,2008,WD,Normal,188000
1111,60,RL,10480,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,TA,CBlock,403,0,400,803,GasA,TA,1098,866,0,1964,4,8,Typ,2,483,0,69,0,0,0,0,0,9,2008,WD,Normal,205000
1112,20,RL,7100,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,TA,CBlock,708,0,108,816,GasA,TA,816,0,0,816,2,5,Typ,1,308,0,0,0,0,0,0,0,7,2006,WD,Normal,129900
1113,20,RL,8923,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,643,0,365,1008,GasA,Gd,1008,0,0,1008,2,6,Typ,1,240,0,18,0,0,0,0,0,5,2007,WD,Normal,134500
1114,20,RL,5400,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,415,0,418,833,GasA,Ex,833,0,0,833,2,4,Typ,1,326,0,0,0,0,0,0,0,8,2006,WD,Normal,117000
1115,20,RL,12085,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1004,0,730,1734,GasA,Ex,1734,0,0,1734,3,7,Typ,3,928,0,0,0,0,0,0,0,11,2007,New,Partial,318000
1116,80,RL,7750,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,TA,PConc,353,0,55,408,GasA,Ex,779,640,0,1419,3,7,Typ,2,527,120,0,0,0,0,0,0,3,2009,WD,Normal,184100
1117,20,RL,9764,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,702,0,192,894,GasA,Ex,894,0,0,894,3,5,Typ,2,450,0,0,0,0,0,0,0,5,2008,WD,Normal,130000
1118,80,RL,13825,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,0,0,533,533,GasA,TA,1021,580,0,1601,3,6,Min2,1,300,280,34,0,0,0,0,0,12,2008,WD,Normal,140000
1119,20,RL,7560,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,TA,CBlock,369,0,671,1040,GasA,TA,1040,0,0,1040,3,6,Typ,1,286,140,0,252,0,0,0,0,7,2006,WD,Normal,133700
1120,30,RM,8263,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,TA,BrkTil,0,0,1012,1012,GasA,TA,1012,0,0,1012,2,6,Typ,1,308,0,22,112,0,0,0,0,5,2007,WD,Normal,118400
1121,20,RL,10084,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,24,0,1528,1552,GasA,Ex,1552,0,0,1552,3,7,Typ,3,782,144,20,0,0,0,0,0,7,2006,New,Partial,212900
1122,20,RL,8926,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,TA,CBlock,0,0,672,672,GasA,Ex,960,0,0,960,3,5,Typ,1,288,64,0,0,0,160,0,0,10,2009,COD,Abnorml,112000
1123,20,RL,9405,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,Ex,CBlock,0,0,698,698,GasA,Ex,698,0,0,698,2,4,Typ,0,0,0,200,0,0,0,0,0,6,2009,WD,Normal,118000
1124,80,RL,9125,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,PConc,0,0,384,384,GasA,Gd,812,670,0,1482,3,7,Typ,2,392,100,25,0,0,0,0,0,7,2007,WD,Normal,163900
1125,20,RL,10434,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,TA,CBlock,0,0,1005,1005,GasA,TA,1005,0,0,1005,2,5,Typ,2,672,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
1126,120,RL,3684,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1373,1373,GasA,Ex,1555,0,0,1555,2,7,Typ,3,660,143,20,0,0,0,0,0,6,2009,WD,Normal,174000
1127,20,RL,14572,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1300,0,230,1530,GasA,Ex,1530,0,0,1530,3,7,Typ,3,630,144,36,0,0,0,0,0,11,2007,WD,Family,259000
1128,60,RL,11796,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,847,847,GasA,Ex,847,1112,0,1959,4,8,Typ,2,434,100,48,0,0,0,0,0,7,2007,WD,Normal,215000
1129,90,RM,7200,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,936,0,0,936,GasA,TA,936,0,0,936,2,4,Typ,2,672,49,0,0,0,0,0,0,8,2007,WD,Normal,140000
1130,50,RL,7804,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,TA,BrkTil,622,0,500,1122,GasA,TA,1328,653,0,1981,4,7,Min2,2,576,431,44,0,0,0,0,0,12,2009,WD,Normal,135000
1131,20,RL,10712,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,TA,PConc,212,0,762,974,GasA,TA,974,0,0,974,3,5,Typ,0,0,0,28,0,0,0,0,0,9,2007,Oth,Abnorml,93500
1132,70,RM,9900,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,1008,1008,GasW,TA,1178,1032,0,2210,5,8,Typ,1,205,0,48,0,0,0,0,0,5,2007,WD,Normal,117500
1133,60,RL,9828,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,TA,PConc,584,0,544,1128,GasA,Ex,1142,878,0,2020,3,8,Typ,2,466,0,155,0,0,0,0,0,6,2009,WD,Normal,239500
1134,60,RL,8773,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,916,916,GasA,Gd,916,684,0,1600,3,7,Typ,2,460,100,38,0,0,0,0,0,8,2007,WD,Normal,169000
1135,30,RM,6180,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,960,960,GasA,TA,986,0,0,986,2,5,Typ,1,180,0,128,0,0,0,0,0,5,2007,WD,Normal,102000
1136,50,RL,9600,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,280,0,752,1032,GasA,TA,1032,220,0,1252,3,6,Typ,1,288,0,0,96,0,0,0,0,4,2008,WD,Abnorml,119000
1137,50,RL,6342,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,Gd,CBlock,0,0,780,780,GasA,Gd,780,240,0,1020,2,6,Typ,0,0,0,0,176,0,0,0,0,5,2010,WD,Normal,94000
1138,20,RL,9819,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,PConc,1567,0,0,1567,GasA,TA,1567,0,0,1567,2,5,Typ,2,714,264,32,0,0,0,0,0,5,2009,WD,Normal,196000
1139,30,RL,8731,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,Fa,BrkTil,645,0,270,915,GasA,TA,1167,0,0,1167,3,6,Maj1,2,495,0,0,216,0,126,0,0,5,2007,WD,Normal,144000
1140,20,RL,7350,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,852,0,100,952,GasA,TA,952,0,0,952,2,4,Typ,2,840,0,0,0,0,0,0,0,6,2008,COD,Abnorml,139000
1141,60,RL,10304,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,Gd,CBlock,381,0,399,780,GasA,Ex,1088,780,0,1868,4,9,Typ,2,484,448,96,0,0,0,0,0,10,2009,WD,Normal,197500
1142,60,RL,9965,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1150,0,316,1466,GasA,Ex,1466,1362,0,2828,4,11,Typ,3,1052,125,144,0,0,0,0,0,4,2007,New,Partial,424870
1143,20,RL,9000,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,TA,CBlock,288,0,718,1006,GasA,TA,1006,0,0,1006,3,5,Typ,0,0,0,24,0,0,0,0,0,7,2008,WD,Normal,80000
1144,190,RL,12180,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,Fa,BrkTil,348,0,324,672,Grav,Fa,672,252,0,924,2,5,Typ,1,280,0,0,0,0,0,0,0,7,2010,WD,Normal,80000
1145,50,RM,6240,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,1042,1042,GasA,Ex,1042,534,0,1576,3,8,Typ,1,225,0,0,0,0,0,0,0,8,2006,WD,Family,149000
1146,20,RL,11200,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,TA,CBlock,1258,0,40,1298,GasA,TA,1298,0,0,1298,3,5,Typ,2,403,165,26,0,0,0,0,0,5,2006,WD,Normal,180000
1147,70,RL,12000,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,275,0,429,704,GasA,Ex,860,704,0,1564,3,7,Typ,1,234,0,0,0,0,0,0,0,7,2009,WD,Normal,174500
1148,50,RM,5700,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,572,572,GasA,TA,572,539,0,1111,2,5,Typ,1,288,0,0,176,0,0,0,0,8,2008,WD,Normal,116900
1149,70,RM,9000,Inside,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,624,0,26,650,GasA,Ex,832,650,0,1482,3,7,Typ,2,324,0,0,0,0,0,0,0,7,2009,WD,Normal,143000
1150,20,RL,8280,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,TA,CBlock,0,0,932,932,GasA,Ex,932,0,0,932,2,4,Typ,1,306,0,0,214,0,0,0,0,11,2007,WD,Normal,124000
1151,20,RL,17755,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,TA,CBlock,176,0,1290,1466,GasA,TA,1466,0,0,1466,3,6,Typ,2,528,0,140,0,0,100,0,0,11,2006,WD,Normal,149900
1152,20,RL,14115,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,TA,PConc,296,547,230,1073,GasA,Ex,1811,0,0,1811,2,6,Typ,2,470,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000
1153,30,RM,5890,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,BrkTil,538,0,278,816,GasA,Ex,816,0,0,816,2,5,Typ,1,432,0,0,96,0,0,0,0,6,2008,WD,Normal,120500
1154,60,RL,13700,Inside,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,454,0,410,864,GasA,TA,902,918,0,1820,4,8,Typ,2,492,60,84,0,0,273,0,0,5,2008,WD,Normal,201800
1155,20,RL,10768,Corner,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,Gd,CBlock,1157,0,280,1437,GasA,TA,1437,0,0,1437,3,6,Typ,2,528,0,21,0,0,180,0,0,7,2007,WD,Normal,218000
1156,80,RL,9350,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,Gd,PConc,633,0,586,1219,GasA,Gd,1265,0,0,1265,3,6,Typ,2,502,0,92,0,96,0,0,0,10,2008,WD,Normal,179900
1157,120,RL,5001,Inside,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,904,0,410,1314,GasA,Ex,1314,0,0,1314,2,6,Typ,2,626,172,62,0,0,0,0,0,7,2009,WD,Normal,230000
1158,20,RL,11932,FR2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1580,1580,GasA,Ex,1580,0,0,1580,3,7,Typ,3,830,0,24,0,0,0,0,0,6,2008,ConLD,Partial,235128
1159,60,RL,9120,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,442,0,459,901,GasA,TA,943,933,0,1876,4,8,Typ,2,540,0,69,0,0,0,0,0,7,2008,WD,Normal,185000
1160,160,RL,2280,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,CBlock,311,0,544,855,GasA,Fa,855,601,0,1456,3,7,Typ,2,440,26,0,0,0,0,0,0,7,2010,WD,Normal,146000
1161,20,RL,14778,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,728,0,568,1296,GasA,Ex,1640,0,0,1640,3,7,Typ,2,924,108,0,0,216,0,0,0,11,2008,WD,Normal,224000
1162,20,RL,8724,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,492,0,402,894,GasA,Gd,894,0,0,894,3,5,Typ,2,450,0,0,0,0,0,0,0,5,2007,WD,Normal,129000
1163,90,RL,12900,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,TA,CBlock,1198,0,0,1198,GasA,TA,1258,0,0,1258,0,6,Typ,2,400,120,0,0,0,0,0,0,1,2008,WD,Alloca,108959
1164,80,RL,16157,FR2,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,TA,PConc,680,391,289,1360,GasA,Ex,1432,0,0,1432,2,5,Typ,2,588,168,180,0,0,0,0,0,6,2007,WD,Normal,194000
1165,20,RL,9541,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1502,1502,GasA,Ex,1502,0,0,1502,3,7,Typ,2,644,0,114,0,0,0,0,0,9,2009,New,Partial,233170
1166,20,RL,10475,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1694,1694,GasA,Ex,1694,0,0,1694,3,7,Typ,3,776,160,33,0,0,0,0,0,2,2010,WD,Normal,245350
1167,60,RL,10852,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,786,0,173,959,GasA,Ex,959,712,0,1671,3,7,Typ,2,472,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
1168,70,RL,13728,Corner,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,TA,CBlock,626,0,501,1127,GasA,Ex,1236,872,0,2108,4,7,Typ,2,540,0,0,0,0,90,0,0,7,2008,WD,Normal,235000
1169,60,RL,35760,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,Gd,PConc,1387,0,543,1930,GasA,Ex,1831,1796,0,3627,4,10,Typ,3,807,361,76,0,0,0,0,0,7,2006,WD,Normal,625000
1170,80,RL,9880,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,CBlock,522,0,574,1096,GasA,TA,1118,0,0,1118,3,6,Typ,1,358,203,0,0,0,0,576,0,7,2008,WD,Normal,171000
1171,20,RL,9120,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,662,0,599,1261,GasA,Ex,1261,0,0,1261,3,6,Typ,2,433,0,0,0,0,288,0,1400,11,2008,WD,Normal,163000
1172,160,FV,4017,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,625,625,GasA,Ex,625,625,0,1250,2,5,Typ,2,625,0,54,0,0,0,0,0,3,2008,WD,Normal,171900
1173,50,RL,18030,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,152,469,977,1598,GasA,TA,1636,971,479,3086,3,12,Maj1,0,0,122,0,0,0,0,0,0,3,2007,WD,Normal,200500
1174,70,RL,16560,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,503,0,449,952,GasA,TA,1170,1175,0,2345,4,9,Typ,2,360,0,0,0,0,0,0,0,7,2006,WD,Normal,239000
1175,50,RL,10678,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,TA,PConc,700,0,983,1683,GasA,Ex,2129,743,0,2872,4,9,Typ,2,541,0,33,0,0,0,0,0,4,2007,WD,Normal,285000
1176,20,RL,6951,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,TA,CBlock,658,0,218,876,GasA,TA,923,0,0,923,3,5,Typ,1,264,362,0,0,0,0,0,0,10,2008,WD,Normal,119500
1177,50,RM,3950,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,468,0,350,818,GasA,TA,818,406,0,1224,3,5,Typ,1,210,0,0,116,0,0,0,0,12,2009,WD,Normal,115000
1178,50,RL,7681,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,731,731,GasA,Ex,820,523,0,1343,3,7,Typ,1,186,192,0,102,0,0,0,0,7,2009,WD,Normal,154900
1179,20,RL,8335,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Slab,0,0,0,0,GasA,Gd,1124,0,0,1124,3,5,Min2,0,0,0,36,190,0,0,0,0,4,2006,WD,Normal,93000
1180,60,RL,11170,Corner,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,TA,Wood,1216,0,0,1216,GasA,Ex,1298,1216,0,2514,4,8,Typ,2,693,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
1181,120,RM,5587,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,TA,PConc,1480,0,120,1600,GasA,Ex,1652,0,0,1652,2,5,Typ,2,482,162,53,0,153,0,0,0,11,2008,New,Partial,392500
1182,60,RL,15623,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,TA,PConc,2096,0,300,2396,GasA,Ex,2411,2065,0,4476,4,10,Typ,3,813,171,78,0,0,0,555,0,7,2007,WD,Abnorml,745000
1183,30,RL,10800,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,TA,BrkTil,821,0,299,1120,GasA,Ex,1130,0,0,1130,2,5,Typ,2,720,229,0,0,0,0,0,0,6,2006,WD,Normal,120000
1184,20,RL,35133,Inside,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,1159,0,413,1572,GasA,Gd,1572,0,0,1572,3,5,Typ,3,995,0,263,0,0,263,0,0,5,2007,WD,Normal,186700
1185,50,RL,9738,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,Gd,BrkTil,392,0,392,784,GasA,Gd,949,272,0,1221,4,7,Typ,1,392,0,0,236,0,0,0,0,3,2006,WD,Normal,104900
1186,190,RL,10615,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,440,0,538,978,GasA,TA,1014,685,0,1699,3,7,Typ,2,420,0,74,0,0,0,0,0,8,2009,WD,Abnorml,95000
1187,20,RL,12461,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,TA,PConc,1456,0,168,1624,GasA,Ex,1624,0,0,1624,2,5,Typ,3,757,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
1188,60,RL,8935,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,831,831,GasA,Ex,831,829,0,1660,3,7,Typ,2,493,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
1189,60,RL,7500,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,994,994,GasA,Gd,1028,776,0,1804,3,7,Typ,2,442,140,60,0,0,0,0,0,6,2010,WD,Normal,189000
1190,190,RL,32463,Inside,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,1159,0,90,1249,GasA,Ex,1622,0,0,1622,3,7,Typ,4,1356,439,0,0,0,0,0,0,3,2007,WD,Normal,168000
1191,160,FV,2645,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,TA,PConc,0,0,776,776,GasA,Ex,764,677,0,1441,2,5,Typ,2,492,206,0,0,0,0,0,0,11,2007,WD,Normal,174000
1192,50,RM,9600,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,TA,PConc,0,0,702,702,GasA,Gd,842,630,0,1472,3,6,Typ,1,250,0,0,84,0,0,0,0,7,2007,WD,Normal,125000
1193,120,RM,4500,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,TA,PConc,883,0,341,1224,GasA,Ex,1224,0,0,1224,2,5,Typ,2,402,0,304,0,0,0,0,0,6,2009,WD,Normal,165000
