Id,MSSubClass,MSZoning,LotArea,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
543,120,RH,4058,Inside,7,5,1998,1998,584,139,0,723,767,0,0,767,1,4,1,367,120,40,0,0,0,0,0,6,2007,WD,133000
544,60,RL,17104,Inside,7,5,2006,2006,554,0,100,654,664,832,0,1496,3,7,2,426,100,24,0,0,0,0,0,9,2006,New,179665
545,50,RL,13837,Corner,7,5,1988,1988,1002,202,0,1204,1377,806,0,2183,4,9,3,786,0,0,0,0,0,0,0,2,2006,WD,229000
546,50,RL,8737,Inside,6,7,1923,1950,300,0,765,1065,915,720,0,1635,3,6,2,440,0,38,0,144,0,0,0,5,2007,WD,210000
547,85,RL,7244,Inside,5,7,1970,1970,619,0,149,768,768,0,0,768,2,5,2,624,104,0,0,0,0,0,0,4,2007,WD,129500
548,20,RM,8235,Inside,5,7,1955,1995,180,645,0,825,825,0,0,825,2,4,2,720,140,50,0,0,0,0,0,6,2008,WD,125000
549,60,FV,9375,Inside,7,5,2003,2004,0,0,912,912,912,1182,0,2094,4,8,2,615,182,182,0,0,0,0,0,11,2009,WD,263000
550,120,RL,4043,Inside,6,6,1977,1977,559,0,510,1069,1069,0,0,1069,2,4,2,440,0,55,0,0,200,0,0,10,2008,COD,140000
551,20,RM,6000,Inside,5,6,1957,1957,308,0,620,928,928,0,0,928,3,5,1,288,0,0,0,0,0,0,0,6,2008,WD,112500
552,20,RL,11146,Inside,8,5,2006,2006,0,0,1709,1709,1717,0,0,1717,3,7,3,908,169,39,0,0,0,0,0,7,2009,WD,255500
553,20,RL,8777,Inside,4,5,1949,2003,0,0,0,0,1126,0,0,1126,2,5,2,520,0,96,0,0,0,0,0,5,2009,WD,108000
554,60,RL,10625,Inside,7,5,2003,2004,866,0,132,998,1006,1040,0,2046,3,8,3,871,320,62,0,0,0,0,0,8,2008,WD,284000
555,45,RM,6380,Inside,5,6,1922,1950,0,0,993,993,1048,0,0,1048,2,5,1,280,0,0,116,0,0,0,0,8,2006,WD,113000
556,20,RL,14850,Inside,5,5,1957,1957,895,0,197,1092,1092,0,0,1092,2,6,1,299,268,0,0,0,122,0,0,5,2006,WD,141000
557,50,C (all),11040,Inside,4,6,1920,1950,637,0,0,637,897,439,0,1336,3,7,1,570,0,47,120,0,0,0,0,9,2006,COD,108000
558,60,RL,21872,FR2,7,5,1996,1997,604,0,125,729,729,717,0,1446,3,6,2,406,264,22,0,0,0,0,0,8,2008,WD,175000
559,120,RL,3196,Inside,7,5,2003,2004,0,0,1374,1374,1557,0,0,1557,2,7,2,420,143,20,0,0,0,0,0,10,2006,WD,234000
560,20,RL,11341,Inside,5,6,1957,1996,1302,0,90,1392,1392,0,0,1392,3,5,2,528,0,0,0,0,95,0,0,5,2010,WD,121500
561,20,RL,10010,Inside,5,5,1974,1975,1071,123,195,1389,1389,0,0,1389,2,6,2,418,240,38,0,0,0,0,0,4,2006,WD,170000
562,30,RL,13907,Inside,5,6,1940,1969,290,0,706,996,996,0,0,996,3,6,0,0,144,0,0,0,0,0,0,7,2008,WD,108000
563,50,RL,21780,Inside,6,7,1918,1950,0,0,1163,1163,1163,511,0,1674,4,8,2,396,72,36,0,0,144,0,0,7,2008,WD,185000
564,60,RL,13346,CulDSac,7,5,1992,2000,728,0,367,1095,1166,1129,0,2295,4,9,2,590,0,40,0,0,0,0,0,7,2006,WD,268000
565,70,RL,6858,Corner,6,4,1915,1950,0,0,806,806,841,806,0,1647,4,6,1,216,0,66,136,0,0,0,0,5,2010,WD,128000
566,60,RL,11198,Inside,9,5,2005,2007,0,0,1122,1122,1134,1370,0,2504,4,11,3,656,144,39,0,0,0,0,0,6,2008,WD,325000
567,20,RL,10171,Inside,7,5,2004,2004,2,0,1515,1517,1535,0,0,1535,3,7,2,532,0,0,0,0,0,0,0,3,2010,WD,214000
568,50,RL,12327,Inside,8,8,1983,2009,1441,0,55,1496,1496,636,0,2132,1,5,2,612,349,40,0,0,0,0,0,9,2009,WD,316600
569,90,RL,7032,Corner,5,5,1979,1979,943,0,0,943,943,0,0,943,2,4,2,600,42,0,0,0,0,0,0,12,2006,WD,135960
570,90,RL,13101,Inside,5,5,1965,1965,231,0,1497,1728,1728,0,0,1728,6,10,2,576,0,0,0,0,0,0,0,11,2008,WD,142600
571,20,RL,7332,Inside,6,6,1959,1959,414,0,450,864,864,0,0,864,2,4,1,288,168,0,0,0,0,0,0,10,2006,WD,120000
572,60,RL,13159,Corner,7,5,2009,2009,0,0,846,846,846,846,0,1692,3,6,2,650,208,114,0,0,0,0,0,7,2009,New,224500
573,80,RL,9967,Inside,7,5,2000,2000,0,0,384,384,774,656,0,1430,3,8,2,400,100,0,0,0,0,0,0,12,2007,WD,170000
574,80,RL,10500,FR2,5,7,1971,2005,349,0,23,372,576,533,0,1109,3,5,1,288,35,0,0,0,0,0,0,12,2007,WD,139000
575,50,RL,8480,Inside,5,5,1947,1950,442,0,390,832,832,384,0,1216,2,6,1,336,158,0,102,0,0,0,0,10,2008,COD,118500
576,50,RL,6292,Inside,7,7,1928,1950,0,0,861,861,877,600,0,1477,3,6,1,216,0,50,0,0,0,0,0,8,2009,WD,145000
577,80,RL,11777,Inside,5,6,1966,1966,328,551,285,1164,1320,0,0,1320,3,6,2,564,160,68,240,0,0,0,0,5,2006,WD,164500
578,160,FV,3604,Corner,7,5,2007,2007,0,0,689,689,703,689,0,1392,2,5,2,540,0,102,0,0,0,0,0,2,2008,WD,146000
579,50,RM,12150,Inside,5,5,1954,1954,0,0,1050,1050,1050,745,0,1795,4,7,1,352,0,0,0,0,0,0,0,11,2008,WD,131500
580,20,RL,14585,CulDSac,6,6,1960,1987,594,219,331,1144,1429,0,0,1429,3,7,2,572,216,110,0,0,0,0,0,6,2007,WD,181900
581,20,RL,12704,Inside,8,5,2008,2009,0,0,2042,2042,2042,0,0,2042,3,8,3,1390,0,90,0,0,0,0,0,8,2009,New,253293
582,90,RL,11841,Inside,6,5,1990,1990,816,0,0,816,816,0,0,816,3,5,0,0,0,32,0,0,0,0,0,5,2007,WD,118500
583,75,RM,13500,Inside,10,9,1893,2000,0,0,1237,1237,1521,1254,0,2775,3,9,2,880,105,502,0,0,0,0,0,7,2008,WD,325000
584,50,RM,6120,Inside,4,7,1935,1995,0,0,884,884,989,584,0,1573,3,6,1,240,0,0,54,0,120,0,0,7,2009,WD,133000
585,20,RL,11443,Inside,8,5,2005,2006,1460,0,408,1868,2028,0,0,2028,2,7,3,880,326,66,0,0,0,0,0,3,2006,New,369900
586,30,RL,10267,Inside,6,7,1918,2000,210,606,0,816,838,0,0,838,2,5,1,275,0,0,112,0,0,0,0,5,2008,WD,130000
587,85,RL,8740,Inside,5,6,1982,1982,672,0,168,840,860,0,0,860,2,4,2,528,0,0,0,0,0,0,0,7,2009,WD,137000
588,20,RL,25095,Inside,5,8,1968,2003,1324,0,113,1437,1473,0,0,1473,1,5,1,452,0,48,0,0,60,0,0,6,2009,WD,143000
589,40,RM,9100,Inside,5,6,1930,1960,0,0,742,742,779,0,156,935,2,4,1,308,0,0,0,0,0,0,600,8,2008,WD,79500
590,60,RL,8320,Inside,7,5,2004,2004,490,0,280,770,770,812,0,1582,3,6,2,520,0,45,0,0,0,0,0,9,2008,WD,185900
591,60,RL,13478,Corner,10,5,2008,2008,1338,0,384,1722,1728,568,0,2296,3,10,3,842,382,274,0,0,0,0,0,6,2009,ConLI,451950
592,20,RL,6600,Inside,5,8,1982,2003,816,0,0,816,816,0,0,816,2,4,2,816,0,0,0,0,0,0,0,6,2008,WD,138000
593,120,RM,4435,Inside,6,5,2003,2003,685,0,163,848,848,0,0,848,1,4,2,420,140,0,0,0,0,0,0,5,2009,WD,140000
594,20,RL,7990,Inside,5,6,1975,1975,0,0,924,924,924,0,0,924,3,5,1,280,0,0,0,0,0,0,0,4,2008,WD,110000
595,20,RL,11302,Inside,8,5,2005,2006,1422,0,392,1814,1826,0,0,1826,3,7,3,758,180,75,0,0,120,0,0,8,2006,New,319000
596,70,RM,3600,Inside,6,7,1910,1993,0,0,684,684,684,684,0,1368,3,7,1,216,0,158,0,0,0,0,0,10,2006,WD,114504
597,120,RL,3922,Inside,7,5,2006,2007,0,0,1258,1258,1402,0,0,1402,2,7,3,648,120,16,0,0,0,0,0,2,2007,New,194201
598,20,RL,12984,Inside,5,6,1977,1977,1283,147,0,1430,1647,0,0,1647,3,7,2,621,0,0,0,0,0,0,0,3,2006,WD,217500
599,160,RM,1950,Inside,6,6,1980,1980,81,612,23,716,716,840,0,1556,3,6,2,452,161,0,0,0,0,0,0,7,2008,COD,151000
600,60,RL,10927,Inside,8,5,2005,2005,546,0,512,1058,1058,846,0,1904,3,8,2,736,179,60,0,0,0,0,0,6,2006,WD,275000
601,50,RM,9000,Inside,6,6,1937,1950,0,0,780,780,780,595,0,1375,3,6,1,544,0,162,0,0,126,0,0,12,2007,WD,141000
602,60,RL,10041,Inside,8,5,1992,1992,789,0,119,908,927,988,0,1915,3,8,2,506,120,150,0,0,0,0,0,2,2006,WD,220000
603,160,FV,3182,Inside,7,5,2004,2005,0,0,600,600,600,600,0,1200,2,4,2,480,0,172,0,0,0,0,0,6,2010,WD,151000
604,20,RL,12803,Inside,7,5,2002,2002,922,0,572,1494,1494,0,0,1494,3,6,2,530,192,36,0,0,0,0,0,9,2008,WD,221000
605,60,RL,13600,Inside,7,6,1965,1990,454,0,314,768,1186,800,0,1986,3,7,2,486,0,42,0,0,189,0,0,10,2009,WD,205000
606,20,RL,12464,Corner,5,5,1996,1996,732,0,308,1040,1040,0,0,1040,3,6,2,576,168,0,0,0,0,0,0,11,2009,WD,152000
607,20,RL,7800,Inside,5,8,1948,2002,603,0,293,896,1112,896,0,2008,3,8,1,230,103,0,0,0,0,0,0,8,2006,WD,225000
608,70,RL,12168,Inside,8,6,1934,1998,428,0,537,965,1940,1254,0,3194,4,10,2,380,0,0,0,0,0,0,0,9,2007,WD,359100
609,20,RL,7943,Inside,4,5,1961,1961,903,0,126,1029,1029,0,0,1029,3,5,1,261,64,0,39,0,0,0,0,4,2007,WD,118500
610,60,RL,11050,Inside,9,5,2000,2000,904,0,536,1440,1476,677,0,2153,3,8,3,736,253,142,0,0,0,0,0,5,2009,WD,313000
611,80,RL,10395,FR2,6,6,1978,1978,605,0,427,1032,1032,0,0,1032,3,6,2,564,0,0,0,0,0,0,500,7,2007,WD,148000
612,60,RL,11885,Inside,8,5,2001,2001,990,0,309,1299,1299,573,0,1872,3,7,2,531,160,122,0,0,0,0,0,11,2009,WD,261500
613,20,RL,8402,Inside,5,5,2007,2007,206,0,914,1120,1120,0,0,1120,3,6,0,0,0,30,0,0,0,0,0,12,2007,New,147000
614,180,RM,1491,Inside,4,6,1972,1972,150,480,0,630,630,0,0,630,1,3,0,0,96,24,0,0,0,0,0,5,2010,WD,75500
615,85,RL,8800,Inside,6,7,1963,1963,763,0,173,936,1054,0,0,1054,3,6,2,480,120,0,0,0,0,0,0,5,2010,WD,137500
616,60,RL,7861,Inside,6,5,2002,2003,457,0,326,783,807,702,0,1509,3,7,2,393,100,75,0,0,0,0,0,6,2006,WD,183200
617,45,RL,7227,Corner,6,6,1954,1954,0,0,832,832,832,0,0,832,2,4,2,528,0,0,0,0,0,0,0,6,2008,WD,105500
618,20,RL,11694,Inside,9,5,2007,2007,48,0,1774,1822,1828,0,0,1828,3,9,3,774,0,108,0,0,260,0,0,7,2007,New,314813
619,60,RL,12244,Inside,8,5,2003,2003,871,0,611,1482,1482,780,0,2262,4,10,3,749,168,0,0,0,0,0,0,8,2008,WD,305000
620,30,RL,8248,Inside,3,3,1914,1950,41,0,823,864,864,0,0,864,2,5,0,0,0,0,100,0,0,0,0,9,2008,WD,67000
621,60,RL,10800,Inside,6,7,1974,1997,956,182,384,1522,1548,1066,0,2614,4,9,2,624,38,243,0,0,0,0,0,6,2008,WD,240000
622,20,RL,7064,Inside,5,6,1977,1977,560,0,420,980,980,0,0,980,3,6,2,484,192,0,0,0,0,0,0,7,2009,WD,135000
623,160,FV,2117,Inside,6,5,2000,2000,420,0,336,756,756,756,0,1512,2,4,2,440,0,32,0,0,0,0,0,6,2007,WD,168500
624,60,RL,10400,Inside,6,5,1972,1972,247,0,485,732,1012,778,0,1790,4,8,2,484,148,0,0,0,147,0,0,11,2006,WD,165150
625,20,RL,10000,Corner,6,6,1962,1962,0,0,1116,1116,1116,0,0,1116,3,5,2,440,0,0,0,0,385,0,0,2,2010,WD,160000
626,20,RL,12342,Inside,5,5,1960,1978,0,0,978,978,1422,0,0,1422,3,6,1,286,0,0,36,0,0,0,600,8,2007,WD,139900
627,80,RL,9600,Inside,6,6,1955,1972,674,132,350,1156,1520,0,0,1520,3,7,1,364,0,0,189,0,0,0,0,3,2010,WD,153000
628,60,RL,11606,Inside,5,5,1969,1969,650,0,390,1040,1040,1040,0,2080,5,9,2,504,335,0,0,0,0,0,0,9,2007,WD,135000
629,80,RL,9020,Corner,6,5,1964,1964,624,336,288,1248,1350,0,0,1350,3,6,2,520,176,0,0,0,0,0,0,6,2008,WD,168500
630,70,RM,9000,Corner,5,6,1880,1991,0,0,636,636,1089,661,0,1750,3,8,1,240,0,0,293,0,0,0,0,6,2006,WD,124000
631,120,RL,4590,Inside,8,5,2006,2006,24,0,1530,1554,1554,0,0,1554,2,6,2,627,156,73,0,0,0,0,0,8,2007,WD,209500
632,20,RL,11900,Inside,7,5,1977,1977,822,0,564,1386,1411,0,0,1411,3,6,2,544,192,0,0,0,0,0,0,4,2009,WD,82500
633,20,RL,9250,Corner,5,7,1954,2005,480,468,108,1056,1056,0,0,1056,3,6,1,260,390,0,0,0,0,0,0,7,2007,WD,139400
634,90,RL,6979,Inside,6,5,1980,1980,1056,0,0,1056,1056,0,0,1056,0,4,2,576,264,56,0,0,0,0,600,6,2010,WD,144000
635,190,RH,10896,Inside,6,7,1914,1995,256,0,1184,1440,1440,1440,515,3395,8,14,0,0,0,110,0,0,0,0,0,3,2007,WD,200000
636,30,RM,6120,Inside,2,3,1936,1950,0,0,264,264,800,0,0,800,1,4,0,0,0,0,0,0,0,0,0,1,2009,ConLw,60000
637,190,RM,6000,Inside,5,4,1954,1954,0,0,811,811,811,576,0,1387,3,7,1,256,0,0,0,0,0,0,0,11,2009,WD,93000
638,30,RL,8777,Inside,5,7,1910,1950,0,0,796,796,796,0,0,796,2,4,0,0,328,0,164,0,0,0,0,5,2008,WD,85000
639,120,RL,3982,Inside,8,5,2006,2006,1154,0,366,1520,1567,0,0,1567,1,7,3,648,312,0,0,0,0,0,0,10,2006,New,264561
640,120,RL,12677,Inside,8,5,2003,2004,1218,0,300,1518,1518,0,0,1518,1,6,2,588,185,140,0,0,0,0,0,4,2008,WD,274000
641,60,FV,7050,Inside,7,5,2001,2001,738,0,319,1057,1057,872,0,1929,3,7,2,650,0,235,0,0,0,0,0,5,2007,WD,226000
642,80,RL,13860,Inside,8,7,1972,1995,1410,0,542,1952,2000,704,0,2704,4,9,2,538,269,111,0,0,0,0,0,7,2009,WD,345000
643,60,RL,10793,Inside,5,5,1969,1969,493,287,0,780,780,840,0,1620,4,7,2,462,208,0,0,0,0,0,0,4,2007,WD,152000
644,20,FV,9187,Inside,9,5,2009,2009,1121,0,645,1766,1766,0,0,1766,2,7,3,478,195,130,0,0,0,0,0,10,2009,New,370878
645,20,RL,10530,Corner,6,5,1971,1971,282,35,664,981,981,0,0,981,3,5,2,576,0,312,40,0,0,0,0,3,2007,WD,143250
646,20,RL,7200,Inside,5,5,1950,1950,0,0,0,0,1048,0,0,1048,3,7,2,420,0,27,0,0,0,0,0,7,2008,WD,98300
647,20,RL,10452,Inside,6,5,1953,1953,500,0,594,1094,1094,0,0,1094,3,5,2,495,0,0,0,0,287,0,0,6,2008,WD,155000
648,60,RL,7700,Inside,6,5,1966,1966,0,0,756,756,1051,788,0,1839,4,7,2,442,0,124,216,0,0,0,0,6,2010,WD,155000
649,180,RM,1936,Inside,4,6,1970,1970,131,499,0,630,630,0,0,630,1,3,0,0,0,0,0,0,0,0,0,12,2007,WD,84500
650,60,FV,8125,Inside,7,6,2007,2007,0,0,813,813,822,843,0,1665,3,7,2,562,0,0,0,0,0,0,0,5,2008,WD,205950
651,70,RL,9084,Inside,4,5,1940,1950,0,0,755,755,755,755,0,1510,4,7,1,296,120,0,0,0,0,0,0,10,2009,WD,108000
652,60,RL,8750,Inside,7,5,1996,1996,0,0,880,880,909,807,0,1716,2,7,2,512,0,120,0,0,0,0,0,7,2009,WD,191000
653,50,RM,10320,Inside,6,7,1906,1995,0,0,756,756,756,713,0,1469,3,7,1,216,57,0,239,0,0,0,0,6,2008,WD,135000
654,20,RL,10437,Inside,8,6,1995,1995,1696,0,413,2109,2113,0,0,2113,2,7,3,839,236,46,0,0,0,0,0,8,2008,WD,350000
655,160,RM,1680,Inside,6,5,1971,1971,0,0,525,525,525,567,0,1092,3,6,1,264,0,0,0,0,0,0,0,3,2010,WD,88000
656,20,RL,10007,Inside,5,7,1959,2006,806,0,247,1053,1053,0,0,1053,3,5,1,312,0,0,0,0,0,0,0,8,2008,WD,145500
657,70,RL,7200,Inside,7,6,1931,2000,0,0,776,776,851,651,0,1502,3,6,1,270,0,0,112,0,0,0,0,2,2008,WD,149000
658,50,RL,17503,Inside,6,5,1948,1950,0,0,912,912,912,546,0,1458,3,6,1,330,192,0,0,0,0,0,0,1,2010,WD,97500
659,20,RL,9937,Corner,5,7,1964,1999,637,0,849,1486,1486,0,0,1486,3,7,2,480,0,0,0,0,0,0,0,3,2009,WD,167000
660,60,RL,12384,CulDSac,7,7,1976,1976,0,0,793,793,1142,793,0,1935,3,7,2,550,0,113,252,0,0,0,0,11,2007,WD,197900
661,60,RL,46589,CulDSac,8,7,1994,2005,1361,180,88,1629,1686,762,0,2448,4,8,3,711,517,76,0,0,0,0,0,7,2009,WD,402000
662,20,RL,13560,Corner,6,3,1968,1968,0,0,1392,1392,1392,0,0,1392,2,5,2,576,0,0,240,0,0,0,0,7,2009,WD,110000
663,85,RL,10012,Inside,4,5,1972,1972,920,180,38,1138,1181,0,0,1181,3,6,2,588,0,0,180,0,0,0,0,4,2008,WD,137500
664,20,RL,20896,CulDSac,8,5,2005,2006,1721,0,356,2077,2097,0,0,2097,1,8,3,1134,192,267,0,0,0,0,0,1,2006,New,423000
665,60,RL,11194,Corner,8,5,2000,2000,0,0,1406,1406,1454,482,0,1936,3,7,2,504,188,124,0,0,0,0,0,11,2006,WD,230500
666,60,RL,18450,Inside,6,5,1965,1979,187,723,111,1021,1465,915,0,2380,3,7,2,596,0,265,0,0,0,0,0,8,2007,WD,129000
667,20,RL,8125,Inside,6,5,1994,1998,1138,0,270,1408,1679,0,0,1679,3,7,2,575,224,42,0,0,0,0,0,10,2008,WD,193500
668,20,RL,14175,Corner,5,6,1956,1987,988,0,200,1188,1437,0,0,1437,3,6,2,576,304,0,0,0,0,0,0,11,2006,WD,168000
669,30,RL,11600,Inside,4,5,1922,1950,0,0,700,700,1180,0,0,1180,2,5,1,252,0,0,67,0,0,0,0,7,2006,WD,137500
670,60,RL,8633,FR2,6,5,2005,2005,193,0,545,738,738,738,0,1476,3,7,2,540,100,35,0,0,0,0,0,2,2009,WD,173500
671,70,RH,6629,Inside,6,6,1925,1950,551,0,121,672,697,672,0,1369,3,6,1,300,147,0,0,0,0,0,0,7,2009,WD,103600
672,20,RL,11250,Inside,6,6,1977,1977,767,0,441,1208,1208,0,0,1208,3,6,2,546,198,42,0,0,0,0,0,6,2006,WD,165000
673,20,RL,14442,Inside,6,7,1957,2004,1186,0,291,1477,1839,0,0,1839,3,7,2,416,0,87,0,0,200,0,0,6,2007,WD,257500
674,20,RL,9200,Inside,6,6,1965,1965,892,0,244,1136,1136,0,0,1136,3,5,1,384,426,0,0,0,0,0,0,7,2008,WD,140000
675,160,RL,2289,Inside,6,6,1978,1978,311,0,544,855,855,586,0,1441,3,7,2,440,28,0,0,0,0,0,0,4,2009,WD,148500
676,70,RM,9600,Inside,4,2,1900,1950,0,0,1095,1095,1095,679,0,1774,4,8,3,779,0,0,90,0,0,0,0,5,2006,WD,87000
677,30,RL,9022,Inside,5,8,1924,2006,0,0,768,768,792,0,0,792,2,5,1,240,316,0,120,0,0,0,0,5,2009,WD,109500
678,20,RL,11844,Inside,8,5,2008,2008,0,0,2046,2046,2046,0,0,2046,3,7,3,834,322,82,0,0,0,0,0,7,2009,New,372500
679,20,RL,9945,Inside,5,5,1961,1961,827,0,161,988,988,0,0,988,3,5,2,572,0,0,0,0,0,0,0,10,2007,WD,128500
680,120,RL,8012,Inside,6,5,1980,1980,543,119,261,923,923,0,0,923,2,5,1,264,80,0,0,0,0,0,0,5,2010,WD,143000
681,50,RH,4500,Inside,5,5,1932,2000,182,0,611,793,848,672,0,1520,3,6,1,281,0,0,56,0,0,0,0,7,2009,WD,159434
682,120,RL,2887,Inside,6,5,1996,1997,1003,0,288,1291,1291,0,0,1291,2,6,2,431,307,0,0,0,0,0,0,11,2008,WD,173000
683,20,RL,11248,Corner,9,5,2002,2002,1059,0,567,1626,1668,0,0,1668,3,7,3,702,257,45,0,0,0,0,0,7,2007,WD,285000
684,60,RL,16770,CulDSac,7,5,1998,1998,0,0,1195,1195,1195,644,0,1839,4,7,2,486,0,81,0,0,0,0,0,6,2010,WD,221000
685,160,RL,5062,CulDSac,7,5,1984,1984,828,182,180,1190,1190,900,0,2090,3,6,2,577,219,0,0,0,0,0,0,9,2007,WD,207500
686,60,FV,10207,Inside,7,6,2007,2007,0,0,874,874,874,887,0,1761,3,7,2,578,144,105,0,0,0,0,0,8,2007,New,227875
687,160,FV,5105,FR2,7,5,2004,2004,239,0,312,551,551,551,0,1102,2,4,2,480,0,60,0,0,0,0,0,3,2007,WD,148800
688,20,RL,8089,Inside,8,6,2007,2007,945,0,474,1419,1419,0,0,1419,2,7,2,567,140,0,0,0,0,0,0,10,2007,New,392000
689,120,RL,7577,Corner,6,5,2005,2006,20,0,1342,1362,1362,0,0,1362,2,6,2,460,192,28,0,0,0,0,0,6,2007,WD,194700
690,120,RM,4426,Inside,6,5,2004,2004,697,0,151,848,848,0,0,848,1,3,2,420,149,0,0,0,0,0,0,5,2008,WD,141000
691,60,RL,21535,Corner,10,6,1994,1995,1455,0,989,2444,2444,1872,0,4316,4,10,3,832,382,50,0,0,0,0,0,1,2007,WD,755000
692,60,RL,26178,Inside,7,5,1989,1990,965,0,245,1210,1238,1281,0,2519,4,9,2,628,320,27,0,0,0,0,0,4,2006,WD,335000
693,30,RL,5400,Corner,5,6,1921,1968,0,0,1073,1073,1073,0,0,1073,2,4,1,326,0,0,112,0,0,0,0,12,2006,WD,108480
694,50,RM,6120,Corner,5,6,1936,1950,0,0,927,927,1067,472,0,1539,3,5,2,576,112,0,0,0,0,0,0,4,2009,WD,141500
695,20,RL,13811,Inside,6,6,1987,1987,980,40,92,1112,1137,0,0,1137,2,5,2,551,125,0,0,0,0,0,0,7,2006,WD,176000
696,30,RM,6000,Inside,5,7,1921,1950,616,0,0,616,616,0,0,616,2,4,1,205,0,0,129,0,0,0,0,6,2006,WD,89000
697,20,RL,6420,Inside,5,7,1952,1952,210,551,219,980,1148,0,0,1148,2,6,1,308,0,0,0,0,0,0,0,9,2006,WD,123500
698,20,RL,8450,Inside,5,8,1965,2009,553,117,224,894,894,0,0,894,3,5,1,336,416,144,0,0,0,0,0,4,2010,WD,138500
699,120,FV,4282,Inside,7,5,2004,2004,16,0,1375,1391,1391,0,0,1391,2,5,2,530,156,158,0,0,0,0,0,7,2008,WD,196000
700,20,RL,14331,Inside,8,5,2002,2002,1274,0,526,1800,1800,0,0,1800,3,7,3,765,270,78,0,0,0,0,0,5,2006,WD,312500
701,20,RL,9600,Inside,7,5,1969,1969,0,0,1164,1164,1164,0,0,1164,3,6,2,528,0,0,0,0,0,0,0,7,2006,COD,140000
702,60,RL,12438,Inside,8,5,2006,2006,0,0,1234,1234,1264,1312,0,2576,4,10,3,666,324,100,0,0,0,0,0,7,2006,New,361919
703,190,RM,7630,Inside,5,9,1900,1996,0,0,360,360,1032,780,0,1812,4,8,2,672,344,0,40,0,0,0,0,5,2010,WD,140000
704,20,RL,8400,Inside,7,5,2004,2005,712,0,761,1473,1484,0,0,1484,3,7,2,606,0,35,0,144,0,0,0,5,2010,WD,213000
705,190,RM,5600,Inside,4,5,1930,1950,0,0,0,0,372,720,0,1092,3,7,0,0,0,0,0,0,0,0,3500,7,2010,WD,55000
706,20,RL,115149,CulDSac,7,5,1971,2002,1219,0,424,1643,1824,0,0,1824,2,5,2,739,380,48,0,0,0,0,0,6,2007,WD,302000
707,120,RL,6240,Inside,8,5,2006,2006,863,0,461,1324,1324,0,0,1324,2,6,2,550,192,38,0,0,0,0,0,12,2009,WD,254000
708,60,RL,9018,Inside,7,5,2007,2007,0,0,728,728,728,728,0,1456,3,8,2,400,100,24,0,0,0,0,0,7,2007,New,179540
709,20,RL,7162,Inside,5,7,1966,1966,0,0,876,876,904,0,0,904,3,6,1,408,0,0,0,0,0,0,0,12,2008,WD,109900
710,30,RL,4130,Inside,3,6,1935,2003,0,0,270,270,729,0,0,729,2,5,0,0,0,0,0,0,0,0,0,7,2008,WD,52000
711,50,C (all),8712,Inside,4,7,1900,1950,0,0,859,859,859,319,0,1178,2,7,1,384,68,0,98,0,0,0,0,1,2010,WD,102776
712,120,RL,4671,Inside,8,5,1988,1989,767,0,461,1228,1228,0,0,1228,2,5,2,472,168,120,0,0,0,0,0,10,2008,WD,189000
713,190,RL,9873,Inside,4,5,1970,1970,789,0,171,960,960,0,0,960,3,6,2,576,0,288,0,0,0,0,0,5,2006,WD,129000
714,60,RL,13517,CulDSac,6,8,1976,2005,533,0,192,725,725,754,0,1479,3,6,2,475,0,44,0,0,0,0,0,3,2010,WD,130500
715,20,RL,10140,Inside,6,5,1974,1974,0,0,1064,1064,1350,0,0,1350,3,7,2,478,0,0,0,0,0,0,0,8,2009,WD,165000
716,70,RM,10800,Inside,7,8,1890,1998,0,0,718,718,1576,978,0,2554,3,8,2,704,0,48,143,0,0,0,0,7,2007,WD,159500
717,20,RL,10000,Inside,5,6,1973,2000,1084,0,92,1176,1178,0,0,1178,3,5,2,439,224,0,0,0,0,0,0,11,2008,WD,157000
718,60,RL,10542,Inside,7,5,1993,1994,1173,0,138,1311,1325,1093,0,2418,3,9,3,983,250,154,216,0,0,0,0,8,2008,WD,341000
719,20,RL,9920,Inside,5,6,1969,1969,523,0,448,971,971,0,0,971,3,5,1,300,0,0,0,0,0,0,0,5,2006,WD,128500
720,120,RL,6563,CulDSac,8,5,1985,1985,1148,0,594,1742,1742,0,0,1742,2,5,2,564,114,28,234,0,0,0,0,12,2006,WD,275000
721,120,RM,4426,Inside,6,5,2004,2004,662,0,186,848,848,0,0,848,1,3,2,420,160,0,0,0,0,0,0,5,2010,WD,143000
722,20,RL,8120,Inside,4,7,1970,1970,191,0,673,864,864,0,0,864,3,5,2,463,0,0,0,0,0,0,0,7,2009,WD,124500
723,50,RL,8172,Inside,4,6,1954,1972,0,0,941,941,997,473,0,1470,4,7,1,548,0,0,0,0,156,0,0,5,2008,WD,135000
724,20,RL,13286,Inside,9,5,2007,2008,1234,0,464,1698,1698,0,0,1698,3,8,3,768,327,64,0,0,0,0,0,2,2009,WD,320000
